Order Number,CustomerID,Sales Channel,Order Date,Order Shipping Country,Order Items Gross,Order Shipping Gross GBP,Order Gross Total GBP,Order Net Total GBP,Order Status,Order Shipping Service,Order Discount Code
#0014159,8529,Gymshark USA Shopify Store,09/02/2018,United States,27.14,10.77,37.91,37.91,Billed,Failed Shipment Mapping,SBUS10-PBR6FR
#0001242,8531,Gymshark UK Shopify Store,11/04/2019,United Kingdom,55,0,55,45.83,Billed,Standard (2 Working Days),
#0010180,8541,Gymshark DE Shopify Store,20/11/2018,Germany,108.66,0,108.66,91.32,Billed,Standard (2-3 Working Days),
#0011901,8543,Gymshark DE Shopify Store,23/11/2018,Germany,10.63,4.43,15.06,12.65,Billed,Standard (2-3 Working Days),
#0009310,8544,Gymshark UK Shopify Store,19/08/2017,United Kingdom,44,0,44,36.67,fulfilled,Standard (3-5 Working Days),
#0007664,8544,Gymshark UK Shopify Store,20/11/2017,United Kingdom,22.4,4,26.4,22,Billed,Standard (3-5 Working Days),
#0007240,8548,Gymshark NOR Shopify Store,22/03/2019,Norway,27.45,4.06,31.51,25.82,Billed,Standard (3-5 Working Days),
#0000960,8551,Gymshark USA Shopify Store,09/09/2018,United States,126.75,0,126.75,126.75,Billed,Failed Shipment Mapping,SBUS10-2PWSQU
#0003448,8553,Gymshark USA Shopify Store,06/05/2018,United States,32.51,7.39,39.9,39.9,Billed,Standard (7-14 Working Days),
#0011503,8556,Gymshark UK Shopify Store,18/02/2018,United Kingdom,79.4,0,79.4,66.17,Billed,Standard (3-5 Working Days),
#0012724,8557,Gymshark EU Shopify Store,16/12/2016,Luxembourg,69.24,0,69.24,57.7,fulfilled,Express (1-2 Working Days),
#0003988,8558,Gymshark USA Shopify Store,20/11/2017,United States,127.91,0,127.91,127.91,Billed,Standard (7-14 Working Days),
#0002305,8559,Gymshark UK Shopify Store,08/03/2019,United Kingdom,68,0,68,56.66,Billed,Next Working Day,
#0012954,8561,Gymshark USA Shopify Store,05/12/2017,United States,32.67,7.42,40.09,40.09,Billed,Standard (7-14 Working Days),
#0003204,8566,Gymshark FRA Shopify Store,02/09/2018,France,36.26,4.48,40.74,33.95,Billed,Standard (2-3 Working Days),PARTFRNEW10
#0013869,8568,Gymshark UK Shopify Store,25/05/2017,United Kingdom,13,6,19,15.83,fulfilled,Next Working Day,
#0009611,8570,Gymshark FRA Shopify Store,07/02/2019,France,67.64,0,67.64,56.36,Billed,Standard (2-3 Working Days),
#0007965,8571,Gymshark UK Shopify Store,19/06/2018,United Kingdom,80,0,80,66.67,Billed,Standard (3-5 Working Days),
#0010887,8571,Gymshark UK Shopify Store,19/06/2018,United Kingdom,67,0,67,55.83,Billed,Standard (3-5 Working Days),
#0006407,8575,Gymshark UK Shopify Store,20/02/2018,United Kingdom,26.6,4,30.6,25.5,Billed,Standard (3-5 Working Days),
#0001655,8576,Gymshark UK Shopify Store,06/07/2018,United Kingdom,15,4,19,15.83,Billed,Standard (3-5 Working Days),
#0010790,8583,Gymshark USA Shopify Store,20/08/2018,Canada,32.96,7.85,40.81,40.81,Billed,Standard (7-14 Working Days),
#0003394,8586,Gymshark UK Shopify Store,06/05/2015,United Kingdom,34.99,1.99,36.98,30.82,fulfilled,Royal Mail Tracked 48,
#0003634,8586,Gymshark UK Shopify Store,27/01/2016,United Kingdom,32.49,2.49,34.98,29.15,fulfilled,Shipping,
#0005535,8588,Gymshark UK Shopify Store,25/11/2016,United Kingdom,35.6,0,35.6,29.67,fulfilled,Standard (3-5 Working Days),
#0013136,8588,Gymshark UK Shopify Store,26/11/2016,United Kingdom,10,4,14,11.67,fulfilled,Standard (3-5 Working Days),
#0004318,8590,Gymshark UK Shopify Store,15/02/2018,United Kingdom,45.8,0,45.8,38.17,Billed,Standard (3-5 Working Days),
#0013820,8590,Gymshark UK Shopify Store,12/09/2018,United Kingdom,108,0,108,90,Billed,Next Working Day,SBUK10-VEE33U
#0009201,8590,Gymshark UK Shopify Store,20/09/2018,United Kingdom,91.4,0,91.4,76.16,Billed,Next Working Day,SBAUG10-3MVFMR
#0006209,8590,Gymshark UK Shopify Store,12/12/2018,United Kingdom,45,0,45,37.5,Billed,Standard (2 Working Days),
#0014031,8593,Gymshark IE Shopify Store,02/10/2018,Ireland,58.57,0,58.57,47.62,Billed,Standard (2-3 Working Days),
#0013985,8593,Gymshark IE Shopify Store,19/11/2018,Ireland,43.37,4.45,47.82,12.29,Closed,Standard (2-3 Working Days),
#0010937,8593,Gymshark IE Shopify Store,25/11/2018,Ireland,2.66,4.43,7.09,5.76,Billed,Standard (2-3 Working Days),IE-BF45-NUGG8E
#0004807,8595,Gymshark EU Shopify Store,20/02/2019,Estonia,61.67,7.81,69.48,57.9,Billed,Standard (3-5 Working Days),
#0006204,8596,Gymshark AUS Shopify Store,26/11/2018,Australia,31.66,5.66,37.32,33.92,Billed,Standard (7-14 Working Days),
#0001540,8597,Gymshark EU Shopify Store,12/11/2018,Spain,36.76,7.88,44.64,36.89,Billed,Standard (3-5 Working Days),
#0009508,8598,Gymshark UK Shopify Store,02/06/2017,United Kingdom,50.8,0,50.8,42.33,fulfilled,Standard (3-5 Working Days),
#0012953,8598,Gymshark UK Shopify Store,12/06/2017,United Kingdom,111.2,0,111.2,92.67,fulfilled,Standard (3-5 Working Days),
#0001967,8598,Gymshark UK Shopify Store,22/11/2017,United Kingdom,33.6,4,37.6,31.33,Billed,Standard (3-5 Working Days),
#0005965,8598,Gymshark UK Shopify Store,07/02/2018,United Kingdom,58,0,58,48.33,Billed,Standard (3-5 Working Days),
#0008808,8598,Gymshark UK Shopify Store,19/04/2018,United Kingdom,33.6,4,37.6,31.33,Billed,Standard (3-5 Working Days),
#0002347,8598,Gymshark UK Shopify Store,02/06/2018,United Kingdom,80,0,80,66.67,Billed,Standard (3-5 Working Days),
#0001456,8598,Gymshark UK Shopify Store,07/09/2018,United Kingdom,48,0,48,40,Billed,Standard (2 Working Days),
#0000186,8598,Gymshark UK Shopify Store,23/10/2018,United Kingdom,132,0,132,110.01,Billed,Next Working Day,
#0013504,8598,Gymshark UK Shopify Store,19/11/2018,United Kingdom,28,4,32,26.66,Billed,Standard (2 Working Days),
#0012159,8598,Gymshark UK Shopify Store,08/01/2019,United Kingdom,72,0,72,60,Billed,Next Working Day,
#0011692,8598,Gymshark UK Shopify Store,23/02/2019,United Kingdom,73,0,73,60.83,Billed,Next Working Day,
#0005685,8598,Gymshark UK Shopify Store,03/03/2019,United Kingdom,80,0,80,66.66,Billed,Next Working Day,
#0011572,8598,Gymshark UK Shopify Store,24/04/2019,United Kingdom,63,0,63,52.5,Billed,Standard (2 Working Days),
#0005863,8599,Gymshark UK Shopify Store,11/11/2017,United Kingdom,34,4,38,31.66,Billed,Standard (3-5 Working Days),
#0013421,8599,Gymshark UK Shopify Store,22/11/2017,United Kingdom,45.2,0,45.2,37.66,Billed,Standard (3-5 Working Days),
#0006667,8601,Gymshark NOR Shopify Store,19/11/2018,Norway,117.18,0,117.18,96.01,Billed,Standard (3-5 Working Days),
#0009814,8604,Gymshark USA Shopify Store,22/11/2018,United States,43.95,3.91,47.86,47.86,Billed,Standard (4-7 Working Days),AFSBUS10-QJFKRE
#0006842,8605,Gymshark UK Shopify Store,24/08/2018,United Kingdom,76,0,76,63.33,Billed,Next Working Day,
#0009337,8607,Gymshark NOR Shopify Store,19/11/2018,Norway,15.58,3.34,18.92,15.5,Billed,Standard (3-5 Working Days),
#0006159,8608,Gymshark UK Shopify Store,29/09/2015,United Kingdom,35.49,2.49,37.98,31.65,fulfilled,Shipping,
#0007579,8608,Gymshark UK Shopify Store,20/11/2017,United Kingdom,32,4,36,30,Billed,Standard (3-5 Working Days),
#0013261,8608,Gymshark UK Shopify Store,19/11/2018,United Kingdom,64.2,0,64.2,53.5,Billed,Standard (2 Working Days),
#0007997,8609,Gymshark USA Shopify Store,15/02/2018,United States,14.39,7.2,21.59,21.59,Billed,Standard (7-14 Working Days),
#0005599,8609,Gymshark USA Shopify Store,09/04/2018,United States,67.4,0,67.4,67.4,Billed,Standard (7-14 Working Days),
#0007672,8609,Gymshark USA Shopify Store,02/07/2018,United States,96.77,0,96.77,96.77,Billed,Standard (7-14 Working Days),
#0004274,8610,Gymshark USA Shopify Store,28/06/2017,United States,20.32,7.82,28.14,28.14,fulfilled,Standard (7-14 Working Days),
#0013399,8611,Gymshark USA Shopify Store,13/02/2019,United States,42.62,3.87,46.49,46.49,Billed,Standard (4-7 Working Days),
#0008096,8612,Gymshark UK Shopify Store,21/11/2017,United Kingdom,62.4,0,62.4,51.99,Billed,Standard (3-5 Working Days),
#0000053,8615,Gymshark USA Shopify Store,22/08/2016,Switzerland,62.63,13.74,76.37,76.37,fulfilled,Shipping,
#0005998,8616,Gymshark USA Shopify Store,09/09/2018,United States,64.08,0,64.08,64.08,Billed,Standard (7-14 Working Days),PARTPROMO10
#0009786,8616,Gymshark USA Shopify Store,22/03/2019,United States,76.1,0,76.1,76.1,Billed,Standard (4-7 Working Days),
#0010794,8618,Gymshark UK Shopify Store,08/05/2015,Italy,22.99,6.99,29.98,24.98,fulfilled,Royal Mail Italy Tracked and Signed,
#0010530,8619,Gymshark UK Shopify Store,19/11/2018,United Kingdom,79.2,0,79.2,42.67,Closed,Standard (2 Working Days),
#0001572,8619,Gymshark UK Shopify Store,04/12/2018,United Kingdom,28,0,28,23.33,Billed,Standard (2 Working Days),
#0001039,8620,Gymshark USA Shopify Store,01/05/2019,United States,30.67,3.83,34.5,34.5,Billed,Standard (4-7 Working Days),
#0014198,8621,Gymshark USA Shopify Store,03/12/2018,United States,43.06,3.91,46.97,46.97,Billed,Standard (4-7 Working Days),
#0000255,8622,Gymshark CAN Shopify Store,11/01/2019,Canada,35.45,2.95,38.4,38.4,Billed,Standard (5-10 Working Days),
#0013991,8622,Gymshark CAN Shopify Store,25/01/2019,Canada,45.84,2.87,48.71,48.71,Billed,Standard (5-10 Working Days),
#0007709,8624,Gymshark USA Shopify Store,06/02/2018,United States,28.69,7.17,35.86,35.86,Billed,Standard (7-14 Working Days),
#0013611,8628,Gymshark CAN Shopify Store,19/11/2018,Canada,73.98,0,73.98,73.98,Billed,Standard (5-10 Working Days),
#0003140,8628,Gymshark Manual Order,11/12/2018,Canada,11.87,0,11.87,11.87,Billed,Free shipping - Internal,
#0008524,8631,Gymshark USA Shopify Store,02/05/2016,Australia,48.91,6.88,55.79,55.79,fulfilled,Shipping,
#0002309,8633,Gymshark USA Shopify Store,05/06/2016,Australia,52.32,7.02,59.34,59.34,fulfilled,Shipping,
#0013911,8634,Gymshark UK Shopify Store,26/04/2018,United Kingdom,50,0,50,41.66,Billed,Standard (3-5 Working Days),
#0002958,8636,Gymshark UK Shopify Store,19/11/2018,United Kingdom,18,4,22,18.33,Billed,Standard (2 Working Days),
#0010598,8636,Gymshark UK Shopify Store,19/11/2018,United Kingdom,40.8,0,40.8,34,Billed,Standard (2 Working Days),
#0005543,8636,Gymshark UK Shopify Store,08/03/2019,United Kingdom,13.5,4,17.5,14.58,Billed,Standard (2 Working Days),AFSBUK10-TGN86K
#0007847,8637,Gymshark UK Shopify Store,29/04/2019,United Kingdom,65,0,65,54.16,Billed,Next Working Day,
#0000579,8638,Gymshark USA Shopify Store,17/03/2018,United States,56.66,10.76,67.42,67.42,Billed,Failed Shipment Mapping,
#0005775,8638,Gymshark USA Shopify Store,06/04/2019,United States,38.36,3.84,42.2,42.2,Billed,Standard (4-7 Working Days),
#0001736,8640,Gymshark UK Shopify Store,24/11/2017,United Kingdom,15,4,19,15.83,Billed,Standard (3-5 Working Days),
#0008801,8640,Gymshark UK Shopify Store,19/12/2017,United Kingdom,36,0,36,30,Billed,Standard (3-5 Working Days),
#0006369,8641,Gymshark AUS Shopify Store,20/03/2019,Australia,69.84,0,69.84,63.49,Billed,Standard (7-14 Working Days),AFSBAU10-QUWD55
#0006253,8642,Gymshark UK Shopify Store,03/09/2018,United Kingdom,15.7,0,15.7,13.08,Billed,Next Working Day,PARTGSG10
#0006253,8642,Gymshark UK Shopify Store,03/09/2018,United Kingdom,83.7,0,83.7,31.5,Closed,Next Working Day,PARTGSG10
#0011367,8642,Gymshark UK Shopify Store,06/09/2018,United Kingdom,24,6,30,25,Billed,,UKFREESHIP-AKALKDNSMKA
#0008820,8642,Gymshark UK Shopify Store,19/11/2018,United Kingdom,25.8,4,29.8,24.83,Billed,Standard (2 Working Days),
#0013119,8645,Gymshark USA Shopify Store,16/08/2017,United States,113.12,0,113.12,113.12,fulfilled,Standard (7-14 Working Days),USWELCOME-7B2C822A
#0002261,8645,Gymshark USA Shopify Store,24/08/2018,United States,137.63,0,137.63,137.63,Billed,Failed Shipment Mapping,SBAUG10US-QZUUZT
#0013725,8647,Gymshark USA Shopify Store,22/07/2016,United States,80.14,11.41,91.55,91.55,fulfilled,Shipping,
#0007376,8647,Gymshark USA Shopify Store,19/11/2017,United States,75.66,11.35,87.01,87.01,Billed,Express (1-2 Working Days),
#0001451,8648,Gymshark USA Shopify Store,25/11/2017,United States,33.72,7.52,41.24,41.24,Billed,Standard (7-14 Working Days),
#0004898,8648,Gymshark USA Shopify Store,27/01/2018,United States,67.15,0,67.15,67.15,Billed,Standard (7-14 Working Days),
#0001608,8648,Gymshark USA Shopify Store,01/02/2018,United States,76.09,0,76.09,76.09,Billed,Standard (7-14 Working Days),SB10US-XYXCGJ
#0011536,8648,Gymshark USA Shopify Store,04/07/2018,United States,75.94,0,75.94,75.94,Billed,Standard (7-14 Working Days),SBUS10-FDKYX7
#0002931,8649,Gymshark UK Shopify Store,19/07/2018,United Kingdom,38,6,44,36.67,Billed,Next Working Day,
#0009356,8650,Gymshark USA Shopify Store,05/07/2018,United States,34.85,7.56,42.41,42.41,Billed,Standard (7-14 Working Days),SBUS10-VQ2CBB
#0001922,8651,Gymshark USA Shopify Store,19/11/2018,United States,28.05,3.9,31.95,31.95,Billed,Standard (4-7 Working Days),
#0008934,8651,Gymshark USA Shopify Store,19/11/2018,United States,31.79,3.9,35.69,35.69,Billed,Standard (4-7 Working Days),
#0008110,8655,Gymshark UK Shopify Store,16/03/2018,United Kingdom,38,0,38,31.67,Billed,Standard (3-5 Working Days),
#0003413,8655,Gymshark UK Shopify Store,13/05/2018,United Kingdom,38,0,38,31.67,Billed,Standard (3-5 Working Days),
#0005994,8658,Gymshark UK Shopify Store,21/08/2018,United Kingdom,48,0,48,40.01,Billed,Standard (2 Working Days),
#0004883,8659,Gymshark USA Shopify Store,17/01/2019,United States,69.92,0,69.92,69.92,Billed,Standard (4-7 Working Days),
#0000610,8659,Gymshark USA Shopify Store,05/02/2019,United States,85.9,0,85.9,62.23,Closed,Standard (4-7 Working Days),AFUSUPRMN
#0005110,8659,Gymshark USA Shopify Store,05/02/2019,United States,26.84,0,26.84,26.84,Billed,Standard (4-7 Working Days),
#0004856,8659,Gymshark USA Shopify Store,13/02/2019,United States,31,3.87,34.87,34.87,Billed,Standard (4-7 Working Days),
#0007483,8659,Gymshark USA Shopify Store,13/02/2019,United States,69.74,0,69.74,69.74,Billed,Standard (4-7 Working Days),
#0010566,8659,Gymshark USA Shopify Store,27/02/2019,United States,83.05,0,83.05,83.05,Billed,Standard (4-7 Working Days),AFUSUPRMN
#0002374,8659,Gymshark USA Shopify Store,06/03/2019,United States,38.08,0,38.08,38.08,Billed,Standard (4-7 Working Days),
#0011246,8659,Gymshark USA Shopify Store,06/03/2019,United States,103.57,0,103.57,103.57,Billed,Standard (4-7 Working Days),AFUSUPEB20
#0000917,8660,Gymshark USA Shopify Store,02/07/2018,United States,36.43,7.59,44.02,44.02,Billed,Standard (7-14 Working Days),
#0011605,8661,Gymshark EU Shopify Store,26/11/2016,France,25.44,7.83,33.27,27.72,fulfilled,Standard (3-5 Working Days),SAVEFIVE
#0000478,8661,Gymshark FRA Shopify Store,23/11/2018,France,52.46,0,52.46,43.71,Billed,Standard (2-3 Working Days),
#0005898,8663,Gymshark USA Shopify Store,19/11/2018,United States,63.81,0,63.81,63.81,Billed,Standard (4-7 Working Days),AFSBUS10-BTGK6V
#0013470,8664,Gymshark USA Shopify Store,13/12/2017,United States,58.47,0,58.47,58.47,Billed,Standard (7-14 Working Days),
#0010300,8664,Gymshark USA Shopify Store,12/12/2018,United States,53.29,3.98,57.27,57.27,Billed,Standard (4-7 Working Days),
#0000853,8665,Gymshark DE Shopify Store,19/11/2018,Germany,79.97,0,79.97,67.21,Billed,Standard (2-3 Working Days),
#0002951,8666,Gymshark USA Shopify Store,16/03/2019,United States,176.82,0,176.82,176.82,Billed,Express (1-3 Working Days),
#0010776,8667,Gymshark UK Shopify Store,27/10/2018,United Kingdom,36.4,0,36.4,30.33,Billed,Standard (2 Working Days),
#0003782,8668,Gymshark AUS Shopify Store,27/11/2018,Australia,89.81,0,89.81,81.64,Billed,Standard (7-14 Working Days),
#0011023,8671,Gymshark USA Shopify Store,31/01/2019,United States,38.21,3.82,42.03,42.03,Billed,Standard (4-7 Working Days),
#0004229,8672,Gymshark USA Shopify Store,04/03/2018,United States,25.52,10.88,36.4,36.4,Billed,Failed Shipment Mapping,
#0003473,8674,Gymshark USA Shopify Store,04/07/2016,New Zealand,35.05,7.6,42.65,42.65,fulfilled,Shipping,
#0006066,8675,Gymshark UK Shopify Store,23/12/2016,United Kingdom,64.6,0,64.6,53.83,fulfilled,Express Next Day,SAVEFIVE
#0006205,8676,Gymshark USA Shopify Store,03/12/2018,United States,23.52,3.92,27.44,27.44,Billed,Standard (4-7 Working Days),
#0011741,8677,Gymshark USA Shopify Store,31/05/2016,United States,22.04,6.88,28.92,28.92,fulfilled,Shipping,
#0009304,8678,Gymshark UK Shopify Store,12/12/2018,United Kingdom,64,0,64,53.34,Billed,Next Working Day,
#0006657,8681,Gymshark EU Shopify Store,03/02/2018,Ireland,79.42,0,79.42,64.57,Billed,Standard (7-14 Working Days),
#0013111,8681,Gymshark EU Shopify Store,01/03/2018,Ireland,76.81,0,76.81,62.45,Billed,Standard (7-14 Working Days),
#0009643,8681,Gymshark EU Shopify Store,10/03/2018,Ireland,26.66,8.01,34.67,28.19,Billed,Standard (7-14 Working Days),
#0006451,8681,Gymshark EU Shopify Store,04/04/2018,Ireland,127.88,0,127.88,103.96,Billed,Standard (7-14 Working Days),
#0002400,8681,Gymshark IE Shopify Store,29/07/2018,Ireland,81.82,0,81.82,66.51,Billed,Standard (3-5 Working Days),
#0006096,8681,Gymshark IE Shopify Store,17/09/2018,Ireland,100.49,0,100.49,81.7,Billed,Standard (2-3 Working Days),
#0007824,8681,Gymshark IE Shopify Store,11/11/2018,Ireland,48.05,0,48.05,39.07,Billed,Standard (2-3 Working Days),
#0001750,8682,Gymshark UK Shopify Store,16/02/2018,United Kingdom,69.6,0,69.6,58,Billed,Standard (3-5 Working Days),
#0003805,8682,Gymshark UK Shopify Store,10/09/2018,United Kingdom,28.8,0,28.8,24,Billed,Next Working Day,
#0011257,8682,Gymshark UK Shopify Store,10/09/2018,United Kingdom,75.6,0,75.6,16.5,Closed,Next Working Day,PARTGSG10-AYESKM
#0009476,8682,Gymshark UK Shopify Store,10/12/2018,United Kingdom,79.2,0,79.2,66,Billed,Next Working Day,UK-SORRY2-BJGKF9
#0013108,8682,Gymshark UK Shopify Store,19/03/2019,United Kingdom,58.4,0,58.4,48.67,Billed,Next Working Day,UK-SORRY2-4CWCWS
#0008546,8683,Gymshark UK Shopify Store,14/09/2017,United Kingdom,122.4,0,122.4,102,Billed,Standard (3-5 Working Days),UKWELCOME-88BBB752
#0004048,8683,Gymshark UK Shopify Store,27/09/2017,United Kingdom,32,6,38,31.67,Billed,Next Working Day,
#0000094,8683,Gymshark UK Shopify Store,24/11/2017,United Kingdom,15,4,19,15.83,Billed,Standard (3-5 Working Days),
#0004282,8683,Gymshark UK Shopify Store,15/01/2018,United Kingdom,0,0,0,0,Billed,Next Working Day,DHL DID NOT PICK UP
#0007756,8683,Gymshark UK Shopify Store,16/01/2018,United Kingdom,0,0,0,0,Billed,Next Working Day,DHL ERROR NEVER PICKED UP
#0002609,8683,Gymshark UK Shopify Store,19/11/2018,United Kingdom,99.5,0,99.5,82.92,Billed,Standard (2 Working Days),
#0007248,8683,Gymshark UK Shopify Store,21/04/2019,United Kingdom,50,0,50,41.67,Billed,Standard (2 Working Days),
#0007828,8684,Gymshark UK Shopify Store,09/03/2017,United Kingdom,50,6,56,46.67,fulfilled,Express Next Day,
#0009009,8684,Gymshark UK Shopify Store,24/03/2017,United Kingdom,0,0,0,0,fulfilled,Standard (3-5 Working Days),CUSTOM DISCOUNT
#0014215,8684,Gymshark UK Shopify Store,21/11/2017,United Kingdom,28.8,4,32.8,27.33,Billed,Standard (3-5 Working Days),
#0003315,8686,Gymshark USA Shopify Store,17/06/2015,United States,46.83,3.85,50.68,50.68,fulfilled,USA Express Tracked Shipping,GUZMAN10
#0007692,8688,Gymshark USA Shopify Store,03/02/2018,United States,26.65,10.52,37.17,37.17,Billed,Failed Shipment Mapping,
#0002131,8689,Gymshark USA Shopify Store,01/01/2018,United States,71.15,0,71.15,71.15,Billed,Standard (7-14 Working Days),
#0003398,8689,Gymshark USA Shopify Store,01/01/2018,United States,69.67,0,69.67,69.67,Billed,Standard (7-14 Working Days),
#0013623,8689,Gymshark USA Shopify Store,31/05/2018,United States,98.09,0,98.09,98.09,Billed,Standard (7-14 Working Days),
#0000599,8689,Gymshark USA Shopify Store,02/07/2018,United States,71.65,0,71.65,71.65,Billed,Standard (7-14 Working Days),
#0001796,8690,Gymshark USA Shopify Store,28/01/2019,United States,49.25,3.79,53.04,53.04,Billed,Standard (4-7 Working Days),
#0009735,8691,Gymshark DE Shopify Store,17/03/2019,Germany,89.46,0,89.46,75.18,Billed,Express (1-2 Working Days),
