Order Number,CustomerID,Item Quantity,Item SKU,Item Subtotal (Inc Disc),Item Discount GBP,Item Gross Total GBP,Item Tax Value GBP,Item Net Total GBP
#0000950,5960,1,GWHTT-HARL-L,23.99,0,23.99,4,19.99
#0000950,5960,1,GFSPH-FG-M,19.99,0,19.99,3.33,16.66
#0000951,5255,1,GMPO020-WBGM-M,17.56,0,17.56,0,17.56
#0000951,5255,1,GMJG036-BK-M,23.42,0,23.42,0,23.42
#0000953,5348,1,GMSH006-CHM-M,19.39,0,19.39,0,19.39
#0000953,5348,1,GMSH006-SB-M,19.39,0,19.39,0,19.39
#0000953,5348,1,GMST034-WH/BK-M,13.42,0,13.42,0,13.42
#0000953,5348,1,GMST046-NSPM-M,29.83,0,29.83,0,29.83
#0000954,6983,1,GLLG039-BK-S,32.89,0,32.89,0,32.89
#0000956,644,1,GMHD015-BK-M,41.26,0,41.26,0,41.26
#0000956,644,1,GMST023-BKM-M,33.01,0,33.01,0,33.01
#0000958,9658,1,GMST003-BKM/GBL-M,26.11,,23.5,0,23.5
#0000958,9658,1,GMST010-ABL-M,17.84,,16.06,0,16.06
#0000958,9658,1,GMST010-AG-M,17.84,,16.06,0,16.06
#0000958,9658,1,GMPO005-GLM-M,35.68,,32.11,0,32.11
#0000959,2473,1,GLLG058-BKM/CH-M,25.84,0,25.84,0,25.84
#0000960,8551,1,GLSB023-BK/WH-L,21.67,2.17,19.5,0,19.5
#0000960,8551,1,GLSB024-DT/IB-L,26.31,2.63,23.68,0,23.68
#0000960,8551,1,GLLG022-DP/CP-L,26.31,2.63,23.68,0,23.67
#0000960,8551,1,GLSH006-CH/PW-L,20.12,2.01,18.11,0,18.11
#0000960,8551,1,GLSH006-DP/CP-L,20.12,2.01,18.11,0,18.11
#0000960,8551,1,GLSB024-PHC-L,26.31,2.63,23.68,0,23.68
#0000961,3495,1,GLLG1839-SLD-M,38.67,0,38.67,0,38.67
#0000961,3495,1,GLVT1861-WH-S,19.34,0,19.34,0,19.34
#0000961,3495,1,GLSH018-DPK-M,30.94,0,30.94,0,30.94
#0000961,3495,1,GLSH2068-CH-M,23.2,0,23.2,0,23.2
#0000962,9326,1,GFSHT-GP/GRY-XL,15.49,0,15.49,2.58,12.91
#0000963,466,1,GMJG008-BK-M,30.71,0,30.71,0,30.71
#0000963,466,1,GMJG029-AEB-M,34.55,0,34.55,0,34.55
#0000964,7688,1,GMJG004-CHM-XL,38.45,,38.45,0,38.45
#0000965,7365,1,GMTK011-SLTM-L,17.95,0,17.95,0,17.95
#0000965,7365,1,GMTK027-SLD-L,19.07,0,19.07,0,19.07
#0000965,7365,1,GMHD015-BK-L,39.27,0,39.27,0,39.27
#0000965,7365,1,GMST037-PT-L,25.8,0,25.8,0,25.8
#0000965,7365,1,GMLS004-SLD-L,25.24,0,25.24,0,25.24
#0000966,3607,1,GMLS004-DB-L,23.2,,23.2,0,23.2
#0000966,3607,1,GMLS004-PT-L,23.2,,23.2,0,23.2
#0000966,3607,1,GMLT012-SGM-L,34.03,,34.03,0,34.03
#0000967,7594,1,GLLG076-GL-XS,27.66,0,27.66,0,27.66
#0000969,2274,1,GLLG1828-IND-S,29.46,0,29.46,0,29.46
#0000969,2274,1,GLLG1831-DKR-S,42.08,0,42.08,0,42.08
#0000969,2274,1,GLCT1846-IND-S,18.75,0,18.75,0,18.75
#0000970,5254,1,GMB002-BK/WH-M,14.27,0,14.27,2.38,11.89
#0000972,6129,1,GLLG016-BTM-S,38.45,,38.45,0,38.45
#0000973,2244,1,GMSH3253-BK-S,20,0,20,3.33,16.67
#0000973,2244,1,GMST3188-WGN-S,18,0,18,3,15
#0000973,2244,1,GMST2032-BK-S,20,0,20,3.33,16.67
#0000975,9558,1,GMTK027-FRD-M,22.1,0,22.1,2.01,20.09
#0000976,1590,1,GLFB-BL/WH-S,24.98,0,24.98,0,24.98
#0000981,7266,1,GLLG048-SL-M,16,0,16,2.67,13.33
#0000981,7266,1,GLLG014-BK-M,26.6,0,26.6,4.43,22.17
#0000984,1291,1,GFETS-CR-M,9.64,0,9.64,0,9.64
#0000984,1291,1,GMSH011-NV/WH-M,19.29,0,19.29,0,19.29
#0000984,1291,1,GMSR005-GLM-M,16.53,0,16.53,0,16.53
#0000984,1291,1,GMTK006-KH-M,16.53,0,16.53,0,16.53
#0000984,1291,1,GPT-GP-M,14.47,0,14.47,0,14.47
#0000984,1291,1,GSMB001-NV/WH-M,19.29,0,19.29,0,19.29
#0000984,1291,1,GFETS-NV-M,19.29,0,19.29,0,19.29
#0000986,4681,1,GMSR021-BK-XL,18.78,0,18.78,0,18.78
#0000986,4681,1,GMTK023-BK-XL,15.89,0,15.89,0,15.89
#0000986,4681,1,GMTK023-GLM-XL,15.89,0,15.89,0,15.89
#0000988,4711,1,GLLG033-BK-XS,19.49,0,19.49,3.25,16.24
#0000990,3937,1,NB2LG001-DKBM-M,42.31,0,42.31,0,42.31
#0000991,7330,1,GLSB021-PHC-M,18.06,0,18.06,0,18.06
#0000991,7330,1,GLLG058-PHC-S,21.86,0,21.86,0,21.86
#0000992,1092,1,GMST3105-CGR-L,21.62,0,21.62,3.45,18.17
#0000993,8892,1,GLSB034-BK-M,31.35,0,31.35,0,31.35
#0000995,3786,1,GLCT3304-ST-S,21.38,0,21.38,4.14,17.24
#0000995,3786,1,GLLG058-BKM/CH-XS,12.03,0,12.03,2.33,9.7
#0000995,3786,1,GLJG1915-ST-S,35.64,0,35.64,6.9,28.74
#0000995,3786,1,GLBB002-IND-S,11.14,0,11.14,2.16,8.98
#0000996,6933,1,GLSH1919-DKT-M,30.35,0,30.35,0,30.35
#0000997,3679,1,GLSB017-TP-XS,20.18,0,20.18,0,20.18
#0000997,3679,1,GLLG043-BK-S,30.35,0,30.35,0,30.35
#0000997,3679,1,GLCT016-SD-XS,12.9,0,12.9,0,12.9
#0000999,5356,1,GLCT1843-BK-S,20,2,18,3,15
#0000999,5356,1,GLSB2061-BK/CH-XS,25,2.5,22.5,3.75,18.75
#0001001,6972,1,GMPO005-BK-M,18.99,0,18.99,1.72,17.27
#0001002,7771,1,GLLG003-BK/NB-XS,24.6,0,24.6,4.1,20.5
#0001003,4802,1,GLLG033-BK-M,31.13,18.53,12.6,0,12.6
#0001004,7218,1,GAKC3347-BK-OS,4.27,0,4.27,0.74,3.53
#0001004,7218,1,GMPO020-BKM-M,17.77,0,17.77,3.08,14.69
#0001004,7218,1,GMTK024-BK-M,8,0,8,1.39,6.61
#0001004,7218,1,GMST038-BK-M,8.53,0,8.53,1.48,7.05
#0001004,7218,1,GMST058-BK-S,6.67,0,6.67,1.16,5.51
#0001004,7218,1,GMST059-GLM-S,9.33,0,9.33,1.62,7.71
#0001004,7218,1,GMST066-BK-S,6.67,0,6.67,1.16,5.51
#0001004,7218,1,GMST066-GL-S,6.67,0,6.67,1.16,5.51
#0001005,913,1,GLST006-SLM-S,22.41,2.24,20.17,3.22,16.95
#0001005,913,1,GLLG012-BK-S,28.63,2.86,25.77,4.12,21.65
#0001005,913,1,GLVT031-BKM-S,30.22,3.02,27.2,4.34,22.86
#0001005,913,1,GLSB005-GLM-S,28.45,2.84,25.61,4.09,21.52
#0001007,7087,1,GMJG004-SB-S,23.8,,23.8,3.97,19.83
#0001008,3578,1,GMJG027-AP-L,36,0,36,6,30
#0001009,8131,1,GLLG025-BK-M,23.2,,23.2,0,23.2
#0001009,8131,1,GLVT017-MB-M,26.3,,26.3,0,26.3
#0001012,1381,1,GLLG006-BK-M,30.09,0,30.09,0,30.09
#0001015,4216,1,GSMB001-BK/WH-M,20.26,0,20.26,3.38,16.88
#0001015,4216,1,GSMB001-NV/WH-M,20.24,0,20.24,3.37,16.87
#0001019,7462,1,GPT-GP-L,7.98,0,7.98,0,7.98
#0001019,7462,1,GFETS-RD-XL,15.97,0,15.97,0,15.97
#0001020,3497,1,GMHD015-BK-S,38.77,0,38.77,0,38.77
#0001020,3497,1,GLLG012-PL-M,38.77,0,38.77,0,38.77
#0001021,7805,1,GMLS004-BK-S,26.66,0,26.66,4.63,22.03
#0001023,4079,1,GLLG3108-BK/SBR/WH-S,34.64,0,34.64,0,34.64
#0001024,9020,1,GLSB035-STM-M,33.14,0,33.14,5.29,27.85
#0001024,9020,1,GLLG079-STM-M,41.86,0,41.86,6.68,35.18
#0001026,4409,1,GLLG076-CHM-XS,28,0,28,4.67,23.33
#0001027,4427,1,GLLG039-BK-S,29.53,2.95,26.58,4.24,22.34
#0001028,6200,1,GLLG046-BK-S,28.8,0,28.8,4.8,24
#0001028,6200,1,GLLG014-SB-S,26.6,0,26.6,4.43,22.17
#0001029,5663,1,GLSB023-BK/KH-S,19.74,1.98,17.76,0,17.76
#0001029,5663,1,GLSB023-DP/CP-S,19.74,1.98,17.76,0,17.76
#0001029,5663,1,GLLG022-BK/KH-S,23.97,2.4,21.57,0,21.57
#0001029,5663,1,GLLG022-DP/CP-S,23.97,2.4,21.57,0,21.57
#0001029,5663,1,GLVT032-BK-S,15.51,1.55,13.96,0,13.97
#0001029,5663,1,GLVT032-DP-S,15.51,1.55,13.96,0,13.96
#0001031,9556,1,GMST013-PT-M,24,,24,4,20
#0001031,9556,1,GMJG004-CHM-S,34,,34,5.67,28.33
#0001035,9177,1,GLLG062-BK-S,49.03,0,49.03,8.51,40.52
#0001035,9177,1,GLCT020-BK-S,35.66,0,35.66,6.19,29.47
#0001036,6584,1,GLLG004-MN/SP-M,24.54,0,24.54,4.59,19.95
#0001039,8620,1,GMST2032-SGP-L,19.17,0,19.17,0,19.17
#0001039,8620,1,GMST034-CTYE/WH-L,11.5,0,11.5,0,11.5
#0001040,8360,1,GLLG1824-CHM/DPK-S,37.42,0.54,36.88,0.98,35.9
#0001041,4580,1,GLLT017-MGM-M,30,1.5,28.5,4.75,23.75
#0001041,4580,1,GLLG012-CHM-M,36,1.8,34.2,5.7,28.5
#0001041,4580,1,GLLG012-PL-M,36,1.8,34.2,5.7,28.5
#0001042,4096,1,GLLG017-BKM-XS,34.18,0,34.18,5.7,28.48
#0001042,4096,1,GLLG017-BTM-XS,43.16,0,43.16,7.19,35.97
#0001043,195,1,GLLG028-BK/CH/BK-S,26.4,0,26.4,0,26.4
#0001046,6497,1,GLLG033-BK-XS,15.8,0,15.8,0,15.8
#0001046,6497,1,GLCT003-BK-S,15.8,0,15.8,0,15.8
#0001047,8161,1,GLLG1828-BK-XS,47.22,0,47.22,7.54,39.68
#0001047,8161,1,GLLG1831-DKR-XS,47.22,0,47.22,7.54,39.68
#0001047,8161,1,GLCT1853-DKT-S,30.05,0,30.05,4.8,25.25
#0001049,8511,1,GMSH024-BK-M,22.92,0,22.92,3.82,19.1
#0001049,8511,1,GMTK012-BK-M,19.39,0,19.39,3.23,16.16
#0001049,8511,1,GMST034-PC/WH-M,17.64,0,17.64,2.94,14.7
#0001051,7422,1,GAPC003-BK-OS,16.47,1.64,14.83,2.97,11.86
#0001051,7422,1,GMTK3339-BK-M,21.19,2.12,19.07,3.81,15.26
#0001053,2707,1,GLTK3398-BK-S,10,0,10,1.67,8.33
#0001056,6640,1,GMHD027-BK-L,42.72,0,42.72,0,42.72
#0001056,6640,1,GLST014-WH-S,16.78,0,16.78,0,16.78
#0001056,6640,1,GLCT011-TP-M,22.88,0,22.88,0,22.88
#0001056,6640,1,GLVT009-PW-M,25.93,0,25.93,0,25.93
#0001056,6640,1,GMST032-CW-M,16.78,0,16.78,0,16.78
#0001058,7379,1,GMST3203-CHW-M,10,0,10,1.67,8.33
#0001058,7379,1,GMST3256-WH-M,7.5,0,7.5,1.25,6.25
#0001058,7379,1,GMST034-SB/WH-M,7.5,0,7.5,1.25,6.25
#0001061,7847,1,GLLG052-BK-M,34.1,3.41,30.69,0,30.69
#0001061,7847,1,GLPO007-BK-XL,37.06,3.71,33.35,0,33.36
#0001061,7847,1,GLSB011-PHP-M,26.68,2.67,24.01,0,24.01
#0001061,7847,1,GLSB014-BK-M,28.17,2.82,25.35,0,25.35
#0001062,6977,1,GLLG028-CH/PW-S,13.81,0,13.81,0,13.81
#0001063,6870,1,GMHD015-GLM-M,17.01,0,17.01,2.84,14.17
#0001063,6870,1,GMJG008-GLM-M,16,0,16,2.67,13.33
#0001066,2643,1,GLLG018-CH-XS,29.44,0,29.44,0,29.44
#0001067,615,1,GLLG076-DPKM-XL,22.4,0,22.4,0,22.4
#0001068,9299,1,GMSH006-BK-M,18.69,0,18.69,0,18.69
#0001068,9299,1,GMSH2003-BKM-M,24.73,0,24.73,0,24.73
#0001070,7434,1,GMST034-WGN-M,14.27,0,14.27,2.48,11.79
#0001070,7434,1,GMST034-CHM-M,14.27,0,14.27,2.48,11.79
#0001071,9844,1,GLSB2061-BK/CH-S,19.51,0,19.51,0,19.51
#0001071,9844,1,GLLG1824-BK/CH-S,34.68,0,34.68,0,34.68
#0001072,6348,1,GMSH006-BK-L,15.76,0,15.76,0,15.76
#0001072,6348,1,GMPO005-BK-L,21.21,0,21.21,0,21.21
#0001072,6348,1,GMST032-BK-L,13.33,0,13.33,0,13.33
#0001072,6348,1,GMST032-CHM-L,13.33,0,13.33,0,13.33
#0001072,6348,1,GMST034-PT/WH-L,10.91,0,10.91,0,10.91
#0001074,101,1,GLJG004-BK-M,34.24,5.14,29.11,0,29.12
#0001074,101,1,GLLG039-BT-M,34.24,5.14,29.11,0,29.1
#0001074,101,1,GLLG041-BK-M,34.24,5.14,29.11,0,29.1
#0001074,101,1,GLLG041-BK-S,34.24,5.14,29.11,0,29.1
#0001076,9448,1,GLLG012-SB-S,28.31,,28.31,0,28.31
#0001076,9448,1,GLSB005-BK-S,20.59,,20.59,0,20.59
#0001078,6505,1,GMHD015-GLM-S,17.27,0,17.27,0,17.27
#0001078,6505,1,GMST049-SB-S,15.11,0,15.11,0,15.11
#0001078,6505,1,GMST026-BK-S,13.67,0,13.67,0,13.67
#0001078,6505,1,GMST032-NSP-S,13.1,0,13.1,0,13.1
#0001078,6505,1,GMJG008-GLM-S,15.83,0,15.83,0,15.83
#0001078,6505,1,GMJG021-CHM-S,25.19,0,25.19,0,25.19
#0001078,6505,1,GMJG026-BK/BK-S,26.2,0,26.2,0,26.2
#0001080,159,1,GLLG028-BK/WH-M,26.91,0,26.91,0,26.91
#0001081,7087,1,GMHD008-CHM/GLM-S,19,,19,3.17,15.83
#0001082,970,1,GAHW008-DPL-OS,16.07,0,16.07,2.79,13.28
#0001082,970,1,GMSR009-PT-S,19.63,0,19.63,3.41,16.22
#0001082,970,1,GMTK012-BK-S,19.63,0,19.63,3.41,16.22
#0001082,970,1,GMST034-CHM/WH-S,17.85,0,17.85,3.1,14.75
#0001085,4409,1,GLLG033-BK-S,34,,34,5.67,28.33
#0001087,2964,1,GMUW003-DC/BK-M,11.54,,11.54,0,11.54
#0001087,2964,1,GLLG012-SB-M,27.07,,27.07,0,27.07
#0001087,2964,1,GLVT006-SLC-S,16,,16,0,16
#0001087,2964,1,GLASK002-5,4.31,,4.31,0,4.31
#0001088,9782,1,GMTK022-PT-S,15.46,0,15.46,0,15.46
#0001088,9782,1,GMTK023-SLTM-S,15.46,0,15.46,0,15.46
#0001088,9782,1,GMST034-BK/WH-S,12.65,0,12.65,0,12.65
#0001088,9782,1,GMST034-PT/WH-S,12.65,0,12.65,0,12.65
#0001089,9178,1,GLLG1824-CHM/DPK-S,43.7,0,43.7,7.28,36.42
#0001090,8514,1,GMTK3335-BK-XL,22.06,0,22.06,4.41,17.65
#0001093,144,1,GLLG041-BK-M,34.1,0,34.1,5.68,28.42
#0001093,144,1,GLCT003-CHM-S,18.65,0,18.65,3.11,15.54
#0001098,4226,1,GLHD1910-ST-S,22.93,0,22.93,0,22.93
#0001098,4226,1,GLJG1917-ST-S,22.93,0,22.93,0,22.93
#0001098,4226,1,GLLG066-GL/SFG-M,34.4,0,34.4,0,34.4
#0001101,8051,1,GLTK018-BK-S,6.08,0.61,5.47,0,5.47
#0001101,8051,1,GLVT026-IND-S,7.95,0.8,7.15,0,7.16
#0001101,8051,1,GLLT030-BK-M,7.48,0.75,6.73,0,6.73
#0001101,8051,1,GLLT030-CP-S,7.48,0.75,6.73,0,6.73
#0001101,8051,1,GLLT030-KH-M,7.48,0.75,6.73,0,6.73
#0001102,5207,1,GLHD029-BK/GLM-M,36,0,36,6,30
#0001102,5207,1,GLLG043-BK-M,40,0,40,6.67,33.33
#0001102,5207,1,GLSH006-BK/WH-S,20,0,20,3.33,16.67
#0001102,5207,1,GLCT007-BT-M,30,0,30,5,25
#0001105,1785,1,GMUW002-GLM/BK-S,9.09,0,9.09,0,9.09
#0001105,1785,1,GMHD015-GLM-M,16.67,0,16.67,0,16.67
#0001105,1785,1,GMLT024-GLM-M,16.97,0,16.97,0,16.97
#0001105,1785,1,GMPO005-BK-M,21.21,0,21.21,0,21.21
#0001105,1785,1,GMST032-BK-M,13.33,0,13.33,0,13.33
#0001105,1785,1,GMJG008-GLM-S,15.15,0,15.15,0,15.15
#0001106,8488,1,GMSH006-PT-S,20.05,,20.05,0,20.05
#0001106,8488,1,GMTK021-PM-S,26.99,,26.99,0,26.99
#0001106,8488,1,GMTK022-GLM-S,16.96,,16.96,0,16.96
#0001109,2203,1,GLHV2-NV-M,16.06,0,16.06,0,16.06
#0001109,2203,1,GASCSH-BK/GR-M,16.06,0,16.06,0,16.06
#0001109,2203,1,GFCSTP-BK-S,5.14,0,5.14,0,5.14
#0001109,2203,1,GFCSTP-BL-S,5.14,0,5.14,0,5.14
#0001109,2203,1,GSB-B,2.56,0,2.56,0,2.56
#0001109,2203,1,GSB-BL,2.56,0,2.56,0,2.56
#0001109,2203,1,GSGB-1,10.28,0,10.28,0,10.28
#0001109,2203,1,GW-BK,0.64,0,0.64,0,0.64
#0001109,2203,1,GW-BL,0.64,0,0.64,0,0.64
#0001109,2203,1,GW-OR,0.64,0,0.64,0,0.64
#0001109,2203,1,GW-WH,0.64,0,0.64,0,0.64
#0001109,2203,1,GMABG001-NV,12.85,0,12.85,0,12.85
#0001109,2203,1,GFSB-GR,9.63,0,9.63,0,9.63
#0001109,2203,1,GFTB-GRY-S,22.49,0,22.49,0,22.49
#0001110,4757,1,GMHD014-BB/NV-L,24.99,0,24.99,4.17,20.83
#0001110,4757,1,GMHD014-NV/GM-L,24.99,0,24.99,4.17,20.83
#0001110,4757,1,GMJG015-BK/WH-L,24.99,0,24.99,4.17,20.83
#0001110,4757,1,GMJG015-NV/WH-L,24.99,0,24.99,4.17,20.83
#0001112,6708,1,GMSH024-SB-M,16.49,0,16.49,0,16.49
#0001112,6708,1,GMST3186-BK-M,16.49,0,16.49,0,16.49
#0001112,6708,1,GMST3186-WH-M,16.49,0,16.49,0,16.49
#0001112,6708,1,GMST2032-WH-M,16.49,0,16.49,0,16.49
#0001112,6708,1,GMPO005-SB-M,23.56,0,23.56,0,23.56
#0001112,6708,1,GMJG027-AP-M,32.98,0,32.98,0,32.98
#0001113,5168,1,GLLG019-BK-M,29.4,0,29.4,4.9,24.5
#0001114,9053,1,GMST034-BK/WH-L,16,0,16,2.67,13.33
#0001116,5971,1,GMST009-PU-XL,0,0,0,0,0
#0001116,5971,1,GMTK004-BK-L,0,0,0,0,0
#0001116,5971,1,GMLS001-BK-L,0,0,0,0,0
#0001117,5515,1,GLSB017-BK-S,25.56,0,25.56,4.26,21.3
#0001117,5515,1,GMST038-BK-S,14.2,0,14.2,2.37,11.83
#0001119,9451,1,GMSH006-BK-L,22.53,,22.53,3.6,18.94
#0001119,9451,1,GMLS004-WH-L,27.73,,27.73,4.43,23.31
#0001119,9451,1,GMST019-GLM-L,20.8,,20.8,3.32,17.48
#0001120,4309,1,GLLG012-BK-S,35.68,,33.9,0,33.9
#0001122,1906,1,GMST003-BKM/GBL-M,22.91,,22.91,3.98,18.93
#0001122,1906,1,GMJG012-CHM-M,43.06,,43.06,7.47,35.59
#0001123,2700,1,GLLG076-WHKM-M,25.58,0,25.58,4.08,21.5
#0001123,2700,1,GLLG079-BK-S,34.13,0,34.13,5.45,28.68
#0001124,3190,1,GFRTT-BK-S,36.99,0,36.99,6.17,30.83
#0001124,3190,1,GFST-AQ-S,24.99,0,24.99,4.17,20.83
#0001125,2116,1,GMST019-BK-L,16,0,16,2.67,13.33
#0001126,1126,1,NBLG001-BK-M,46.9,,42.21,0,42.21
#0001127,6893,1,GMBT3245-CHM-L,27.27,2.73,24.54,0,24.54
#0001127,6893,1,GMJG008-GLM-L,9.35,0.94,8.41,0,8.41
#0001127,6893,1,GMST046-BKM-L,9.35,0.94,8.41,0,8.41
#0001127,6893,1,GMPO003-AEB-L,24,2.4,21.6,0,21.61
#0001127,6893,1,GMPO005-CW-L,24.93,2.49,22.44,0,22.44
#0001129,5967,1,GLCT1846-BK-M,30.2,0,30.2,4.82,25.38
#0001129,5967,1,GLLG022-BK/CH/BK-S,25.9,0,25.9,4.14,21.76
#0001129,5967,1,GLSB016-IND/BK-M,31.07,0,31.07,4.96,26.11
#0001130,942,1,GLPO011-GL-S,32.59,3.26,29.33,0,29.33
#0001130,942,1,GLLG076-GL-S,27.16,2.72,24.44,0,24.44
#0001131,628,1,GMJG008-CHM-M,29.9,0,29.9,0,29.9
#0001131,628,1,GMPO003-BK-M,32.89,0,32.89,0,32.89
#0001131,628,1,GMST019-BK-M,17.94,0,17.94,0,17.94
#0001132,5109,1,GMTK027-DKT-M,20,0,20,3.33,16.67
#0001132,5109,1,GMTK027-FRD-M,20,0,20,3.33,16.67
#0001134,9275,1,GLLG1833-ISB-S,42.29,0,42.29,0,42.29
#0001134,9275,1,GLSB2062-TP-M,23.07,0,23.07,0,23.07
#0001135,4432,1,GMST027-SL-XL,24.49,0,24.49,3.91,20.58
#0001135,4432,1,GMST032-CW-XL,20.99,0,20.99,3.35,17.64
#0001137,280,1,GMJG021-BK-M,34,0,34,5.67,28.33
#0001138,6820,1,GLLG044-BK-M,40.2,1.38,38.82,0,38.82
#0001138,6820,1,GLLG012-CHM-M,31.59,1.08,30.51,0,30.51
#0001138,6820,1,GLLG014-CHM-M,33.02,1.13,31.89,0,31.89
#0001139,2332,1,GMSH024-BK-L,19.61,1.96,17.65,0,17.65
#0001139,2332,1,GMSH024-SB-L,19.61,1.96,17.65,0,17.65
#0001139,2332,1,GMTK1971-BKM-XXL,19.61,1.96,17.65,0,17.65
#0001139,2332,1,GMTK1978-BK-XXL,19.61,1.96,17.65,0,17.65
#0001139,2332,1,GMTK3323-DKT-XXL,14.12,1.41,12.71,0,12.7
#0001139,2332,1,GMTK3325-BK-XXL,14.12,1.41,12.71,0,12.71
#0001139,2332,1,GMPO005-BK-XL,31.38,3.14,28.24,0,28.24
#0001139,2332,1,GMST034-BK-XL,14.12,1.41,12.71,0,12.71
#0001139,2332,1,GMST034-CHM-XL,14.12,1.41,12.71,0,12.71
#0001139,2332,1,GMST034-FRD-XL,14.12,1.41,12.71,0,12.71
#0001139,2332,1,GMJG034-BK-L,35.3,3.53,31.77,0,31.77
#0001140,5754,1,GLPO007-PWM-L,40,4,36,6,30
#0001141,9802,1,GLHD021-SBM-S,30,,30,5,25
#0001141,9802,1,GLSH009-GLM-S,24,,24,4,20
#0001144,2421,1,GLCT009-PHC-S,15.68,0,15.68,0,15.68
#0001146,9710,1,GMTK3330-BSN-S,19.12,0,19.12,0,19.12
#0001147,6011,1,GLLG039-DP-S,26.6,2.66,23.94,3.99,19.95
#0001147,6011,1,GLLG072-BK-S,40,4,36,6,30
#0001148,7800,1,GLLG1831-BK-XS,42.26,0,42.26,0,42.26
#0001150,3712,1,GLLG082-BK/GL-M,35.25,0,35.25,0,35.25
#0001151,9302,1,GLLG014-BK-S,23.23,2.33,20.9,0,20.9
#0001151,9302,1,GLLG025-SB-S,10.82,1.08,9.74,0,9.74
#0001155,9607,1,GMJG021-BK-M,36.25,0,36.25,0,36.25
#0001157,7166,1,GMST032-GLM-M,17.09,0,17.09,0,17.09
#0001157,7166,1,GMST032-GLM-S,17.09,0,17.09,0,17.09
#0001158,5193,1,GMTK023-AEB-L,17.27,0,17.27,0,17.27
#0001158,5193,1,GLLG076-DPKM-L,28.26,0,28.26,0,28.26
#0001158,5193,1,GMST034-CHM-M,14.13,0,14.13,0,14.13
#0001160,4371,1,GLLG014-BK-S,23.11,0,23.11,0,23.11
#0001162,2321,1,GLSB018-PR-S,15.69,1.53,14.16,2.35,11.8
#0001162,2321,1,GLLG053-PR-S,20.18,1.97,18.21,3.03,15.18
#0001162,2321,1,GLLG061-INDPR-S,24.66,2.4,22.25,3.7,18.55
#0001162,2321,1,GLLT029-BK-M,13.45,1.31,12.14,2.02,10.12
#0001162,2321,1,GLSB026-INDPR-M,17.94,1.75,16.19,2.7,13.49
#0001163,7499,1,GLPO011-GL-M,26.23,0,26.23,0,26.23
#0001163,7499,1,GLLG076-GL-M,22.48,0,22.48,0,22.48
#0001168,34,1,GLLG016-BKM-S,40,0,40,6.67,33.33
#0001169,408,1,GMSR001-BK/WH-L,19.29,0,19.29,0,19.29
#0001169,408,1,GMLT001-BK/WH-L,24.11,0,24.11,0,24.11
#0001170,4321,1,GASCSH-BK/OR-S,25.41,0,25.41,0,25.41
#0001170,4321,1,GLU-BK-S,5.21,0,5.21,0,5.21
#0001170,4321,1,GLU-PU-S,5.21,0,5.21,0,5.21
#0001171,4968,1,GMJG015-BK/WH-M,35.25,0,35.25,0,35.25
#0001173,8344,1,GLLG1829-BK-XL,40,4,36,6,30
#0001175,5224,1,GMHD027-BK-S,33.94,0,33.94,0,33.94
#0001175,5224,1,GMHD027-CHM-M,33.94,0,33.94,0,33.94
#0001177,3478,1,GLHD021-BK-M,30.81,,30.81,0,30.81
#0001177,3478,1,GLJG004-CHM-S,37.3,,37.3,0,37.3
#0001177,3478,1,GLVT016-SBP-S,21.08,,21.08,0,21.08
#0001178,6935,1,GMTK1946-BK-S,19.23,0,19.23,0,19.23
#0001179,5585,1,GMST034-DBR-S,14.03,0,14.03,0,14.03
#0001180,1666,1,GLLG043-BT-S,40,4,36,6,30
#0001180,1666,1,GLLG058-PHC-S,30,3,27,4.5,22.5
#0001180,1666,1,GLLG022-BK/KH-S,28,2.8,25.2,4.2,21
#0001180,1666,1,GLSB024-PHC-S,26,2.6,23.4,3.9,19.5
#0001181,6288,1,GLSB017-BK-XS,0,0,0,0,0
#0001182,6025,1,GLCT020-DKR-M,34.41,3.44,30.97,0,30.97
#0001182,6025,1,GLSB027-DKR-L,34.41,3.44,30.97,0,30.97
#0001182,6025,1,GLSB027-DKR-M,34.41,3.44,30.97,0,30.97
#0001182,6025,1,GLLG062-DKR-L,42.06,4.21,37.85,0,37.85
#0001182,6025,1,GLLG062-DKR-M,42.06,4.21,37.85,0,37.85
#0001183,142,1,GMHD017-CH/GLM-S,41.34,,41.34,7.73,33.61
#0001183,142,1,GMJG004-CHM-S,37.89,,37.89,7.09,30.81
#0001183,142,1,GMLS004-BK-S,27.56,,27.56,5.15,22.41
#0001185,240,1,GLSH006-BK/CH/BK-M,18.8,0,18.8,0,18.8
#0001186,5974,1,GLLG043-BK-S,35.57,0,35.57,0,35.57
#0001186,5974,1,GLLG014-BK-S,22.91,0,22.91,0,22.91
#0001187,449,1,GABG013-BK-OS,22.99,0,22.99,0,22.99
#0001188,4732,1,GLLG1836-SMG/BK-S,39.72,0,39.72,0,39.72
#0001188,4732,1,GLLG1837-CHM-S,43.7,0,43.7,0,43.7
#0001191,9672,1,GLLG014-BK-L,34.65,0,34.65,0,34.65
#0001192,7064,1,GMSH002-BK/WH-M,26.61,0,26.61,0,26.61
#0001192,7064,1,GMLG002-BK/BKM/GBL-M,22.81,0,22.81,0,22.81
#0001192,7064,1,GMLG002-SB/ST/LG-M,22.81,0,22.81,0,22.81
#0001198,9406,1,GLLG062-BK-M,0,0,0,0,0
